customer_city,customer_state,total_orders,unique_customers,order_category
ipiranga,PR,3,2,Low
ipiranga,RS,1,1,Low
ipiranga de goias,GO,1,1,Low
ipiranga do norte,MT,1,1,Low
ipiranga do sul,RS,1,1,Low
ipixuna do para,PA,2,2,Low
ipojuca,PE,15,14,Low
ipora,GO,15,14,Low
ipora,PR,2,2,Low
ipora do oeste,SC,6,6,Low
ipu,CE,4,4,Low
ipua,SP,4,4,Low
ipubi,PE,3,3,Low
ipueira,RN,1,1,Low
ipueiras,CE,3,3,Low
ipuiuna,MG,1,1,Low
ipumirim,SC,5,5,Low
ipupiara,BA,1,1,Low
iracema,CE,2,2,Low
iracemapolis,SP,18,17,Low
irai,RS,2,2,Low
irai de minas,MG,2,2,Low
iramaia,BA,2,2,Low
irani,SC,4,3,Low
irape,SP,2,1,Low
irapua,SP,4,4,Low
irapuru,SP,6,6,Low
iraquara,BA,5,5,Low
irara,BA,2,2,Low
irati,PR,22,22,Low
iraucuba,CE,2,2,Low
irece,BA,13,12,Low
iretama,PR,1,1,Low
irineopolis,SC,4,4,Low
irupi,ES,2,2,Low
isaias coelho,PI,1,1,Low
ita,SC,3,3,Low
itaara,RS,1,1,Low
itabaiana,SE,15,14,Low
itabaianinha,SE,2,2,Low
itabatan,BA,2,2,Low
itabela,BA,4,4,Low
itabera,SP,7,7,Low
itaberaba,BA,9,9,Low
itaberai,GO,6,6,Low
itabi,SE,1,1,Low
itabira,MG,77,77,Low
itabirinha,MG,1,1,Low
itabirito,MG,28,28,Low
itaborai,RJ,56,53,Low
itabuna,BA,60,58,Low
itacarambi,MG,3,3,Low
itacare,BA,7,7,Low
itacoatiara,AM,1,1,Low
itagi,BA,2,2,Low
itagiba,BA,2,2,Low
itagimirim,BA,1,1,Low
itaguacu,ES,7,7,Low
itaguacu,GO,2,2,Low
itaguacu da bahia,BA,1,1,Low
itaguai,RJ,46,45,Low
itaguaje,PR,2,2,Low
itaguara,MG,2,1,Low
itaguari,GO,1,1,Low
itaguaru,GO,2,2,Low
itai,SP,10,10,Low
itaicaba,CE,1,1,Low
itaiopolis,SC,8,8,Low
itaipava,ES,4,4,Low
itaipulandia,PR,6,6,Low
itaitinga,CE,3,3,Low
itaituba,PA,3,3,Low
itaja,GO,3,3,Low
itajai,SC,119,117,Low
itajobi,SP,10,10,Low
itaju,SP,3,2,Low
itaju do colonia,BA,1,1,Low
itajuba,MG,92,89,Low
itajuipe,BA,3,3,Low
italva,RJ,12,11,Low
itamaraju,BA,11,11,Low
itamarandiba,MG,8,7,Low
itamari,BA,3,3,Low
itambacuri,MG,6,6,Low
itambaraca,PR,2,2,Low
itambe,BA,3,3,Low
itambe,PE,3,3,Low
itambe,PR,1,1,Low
itamira,BA,2,1,Low
itamogi,MG,2,2,Low
itamonte,MG,10,9,Low
itanhaem,SP,74,72,Low
itanhandu,MG,13,13,Low
itanhanga,MT,1,1,Low
itanhem,BA,1,1,Low
itanhomi,MG,4,4,Low
itaobim,MG,6,6,Low
itaoca,ES,2,2,Low
itaoca,SP,1,1,Low
itaocara,RJ,16,16,Low
itapaci,GO,3,3,Low
itapage,CE,1,1,Low
itapagipe,MG,5,5,Low
itapaje,CE,6,6,Low
itaparica,BA,1,1,Low
itape,BA,1,1,Low
itapecerica,MG,13,12,Low
itapecerica da serra,SP,93,92,Low
itapecuru mirim,MA,4,4,Low
itapejara d'oeste,PR,6,6,Low
itapema,SC,44,42,Low
itapemirim,ES,4,4,Low
itaperucu,PR,4,4,Low
itaperuna,RJ,46,44,Low
itapetim,PE,2,2,Low
itapetinga,BA,18,17,Low
itapetininga,SP,77,76,Low
itapeva,MG,5,4,Low
itapeva,SP,52,51,Low
itapevi,SP,170,169,Low
itapicuru,BA,2,2,Low
itapipoca,CE,10,10,Low
itapira,SP,52,50,Low
itapiranga,SC,11,11,Low
itapirapua,GO,2,2,Low
itapirapua paulista,SP,2,2,Low
itapissuma,PE,3,3,Low
itapitanga,BA,3,3,Low
itapiuna,CE,2,1,Low
itapoa,SC,9,9,Low
itapolis,SP,28,28,Low
itapora,MS,3,3,Low
itaporanga,PB,2,2,Low
itaporanga,SP,12,11,Low
itaporanga d'ajuda,SE,1,1,Low
itapui,SP,7,7,Low
itapura,SP,6,6,Low
itapuranga,GO,6,6,Low
itaquaquecetuba,SP,168,164,Low
itaqui,RS,9,9,Low
itaquirai,MS,2,2,Low
itaquitinga,PE,2,2,Low
itarana,ES,3,3,Low
itarantim,BA,3,3,Low
itarare,SP,28,26,Low
itarema,CE,1,1,Low
itariri,SP,6,6,Low
itatiaia,RJ,18,17,Low
itatiaiucu,MG,2,2,Low
itatiba,SP,97,94,Low
itatiba do sul,RS,1,1,Low
itatim,BA,3,3,Low
itatinga,SP,4,4,Low
itau,RN,2,2,Low
itau de minas,MG,5,5,Low
itauba,MT,5,5,Low
itaueira,PI,2,1,Low
itauna,MG,56,53,Low
itinga,MG,3,3,Low
itiquira,MT,1,1,Low
itirapina,SP,2,2,Low
itirucu,BA,3,3,Low
itiuba,BA,4,4,Low
itobi,SP,7,6,Low
itororo,BA,2,2,Low
itu,SP,129,126,Low
ituacu,BA,3,3,Low
itubera,BA,3,3,Low
itueta,MG,2,2,Low
ituiutaba,MG,53,44,Low
itumbiara,GO,35,35,Low
itupeva,SP,42,42,Low
itupiranga,PA,1,1,Low
ituporanga,SC,15,14,Low
iturama,MG,14,14,Low
itutinga,MG,1,1,Low
ituverava,SP,28,28,Low
iuna,ES,2,2,Low
ivai,PR,2,2,Low
ivaipora,PR,7,7,Low
ivate,PR,3,3,Low
ivinhema,MS,3,3,Low
ivora,RS,1,1,Low
ivoti,RS,13,13,Low
jaboatao dos guararapes,PE,131,130,Low
jabora,SC,2,2,Low
jaborandi,SP,3,3,Low
jaboti,PR,2,2,Low
jaboticabal,SP,50,49,Low
jaboticatubas,MG,1,1,Low
jacaraci,BA,4,3,Low
jacare,SP,8,8,Low
jacareacanga,PA,1,1,Low
jacarei,SP,189,185,Low
jacarezinho,PR,16,15,Low
jaci,SP,2,2,Low
jaciara,MT,3,3,Low
jacigua,ES,2,2,Low
jacinto,MG,2,2,Low
jacinto machado,SC,4,4,Low
jacobina,BA,23,22,Low
jacui,MG,4,4,Low
jacuipe,BA,1,1,Low
jacuizinho,RS,1,1,Low
jacunda,PA,6,6,Low
jacupiranga,SP,5,5,Low
jacutinga,MG,18,16,Low
jacutinga,RS,1,1,Low
jaguaquara,BA,2,2,Low
jaguaracu,MG,1,1,Low
jaguarao,RS,8,8,Low
jaguare,ES,13,13,Low
jaguarembe,RJ,1,1,Low
jaguari,RS,3,3,Low
jaguariaiva,PR,17,17,Low
jaguaribara,CE,1,1,Low
jaguaribe,CE,5,5,Low
jaguariuna,SP,60,60,Low
jaguaruana,CE,4,4,Low
jaguaruna,SC,2,2,Low
jaiba,MG,6,5,Low
jales,SP,28,26,Low
jamaica,SP,1,1,Low
jamapara,RJ,1,1,Low
jambeiro,SP,4,4,Low
jampruca,MG,1,1,Low
janauba,MG,16,15,Low
jandaia,GO,1,1,Low
jandaia do sul,PR,8,8,Low
jandaira,BA,1,1,Low
jandaira,RN,1,1,Low
jandira,SP,84,78,Low
janduis,RN,1,1,Low
janiopolis,PR,3,3,Low
januaria,MG,22,21,Low
japaraiba,MG,1,1,Low
japaratuba,SE,1,1,Low
japeri,RJ,34,34,Low
japi,RN,1,1,Low
japira,PR,3,3,Low
japoata,SE,1,1,Low
japuiba,RJ,5,4,Low
japura,PR,5,5,Low
jaqueira,PE,3,3,Low
jaquirana,RS,1,1,Low
jaragua,GO,7,7,Low
jaragua do sul,SC,88,84,Low
jaraguari,MS,2,2,Low
jardim,CE,2,2,Low
jardim,MS,3,3,Low
jardim abc de goias,GO,1,1,Low
jardim alegre,PR,2,2,Low
jardim de piranhas,RN,1,1,Low
jardim do serido,RN,3,3,Low
jardim olinda,PR,1,1,Low
jardinopolis,SP,13,13,Low
jari,RS,4,2,Low
jarinu,SP,18,17,Low
jaru,RO,6,6,Low
jatai,GO,54,54,Low
jatauba,PE,2,2,Low
jatoba,MA,1,1,Low
jatoba,PE,3,2,Low
jau,SP,73,71,Low
jaua,BA,1,1,Low
jaupaci,GO,1,1,Low
jauru,MT,5,5,Low
jeceaba,MG,6,5,Low
jenipapo de minas,MG,1,1,Low
jequeri,MG,1,1,Low
jequia da praia,AL,2,2,Low
jequie,BA,34,34,Low
jequitai,MG,2,2,Low
jequitiba,MG,2,2,Low
jequitinhonha,MG,11,9,Low
jeremoabo,BA,6,6,Low
jerico,PB,1,1,Low
jeriquara,SP,1,1,Low
jeronimo monteiro,ES,2,2,Low
jesuania,MG,5,5,Low
jesuitas,PR,4,4,Low
jesupolis,GO,2,2,Low
ji-parana,RO,17,16,Low
jijoca de jericoacoara,CE,4,4,Low
jiquirica,BA,1,1,Low
joacaba,SC,26,26,Low
joaima,MG,1,1,Low
joanopolis,SP,6,4,Low
joao alfredo,PE,3,3,Low
joao camara,RN,2,2,Low
joao dourado,BA,1,1,Low
joao lisboa,MA,5,4,Low
joao monlevade,MG,50,46,Low
joao neiva,ES,8,8,Low
joao pessoa,PB,245,234,Low
joao pinheiro,MG,16,16,Low
joao ramalho,SP,3,3,Low
joaquim nabuco,PE,4,4,Low
joaquim pires,PI,1,1,Low
joaquim tavora,PR,3,3,Low
joinville,SC,257,254,Low
jordania,MG,5,5,Low
jose boiteux,SC,1,1,Low
jose bonifacio,SP,12,12,Low
jose da penha,RN,1,1,Low
jose de freitas,PI,3,3,Low
joselandia,MA,1,1,Low
joviania,GO,5,4,Low
juara,MT,5,5,Low
juatuba,MG,4,4,Low
juazeiro,BA,42,42,Low
juazeiro do norte,CE,31,31,Low
jucas,CE,1,1,Low
jucurucu,BA,2,2,Low
jucurutu,RN,4,4,Low
juina,MT,17,17,Low
juiz de fora,MG,423,412,Low
julio de castilhos,RS,10,10,Low
julio mesquita,SP,2,2,Low
jumirim,SP,3,2,Low
junco do serido,PB,2,2,Low
jundiai,SP,549,532,Low
jundiai do sul,PR,3,3,Low
junqueiro,AL,2,2,Low
junqueiropolis,SP,15,14,Low
jupi,PE,2,2,Low
juquia,SP,9,9,Low
juquitiba,SP,21,20,Low
juranda,PR,2,2,Low
jurema,PE,1,1,Low
juripiranga,PB,1,1,Low
juru,PB,1,1,Low
juruaia,MG,6,5,Low
juruena,MT,3,3,Low
juruti,PA,1,1,Low
juscimeira,MT,2,2,Low
jussara,GO,3,3,Low
jussara,PR,1,1,Low
jussari,BA,2,2,Low
jussiape,BA,1,1,Low
juti,MS,4,4,Low
juvenilia,MG,2,2,Low
kalore,PR,2,2,Low
ladainha,MG,2,2,Low
ladario,MS,4,4,Low
lagarto,SE,11,11,Low
lages,CE,1,1,Low
lages,SC,83,80,Low
lago da pedra,MA,5,5,Low
lago verde,MA,1,1,Low
lagoa,PB,1,1,Low
lagoa d'anta,RN,1,1,Low
lagoa da canoa,AL,1,1,Low
lagoa da confusao,TO,5,5,Low
lagoa da prata,MG,10,9,Low
lagoa de sao francisco,PI,1,1,Low
lagoa de velhos,RN,1,1,Low
lagoa do carro,PE,2,2,Low
lagoa do mato,CE,1,1,Low
lagoa do ouro,PE,2,2,Low
lagoa do piaui,PI,1,1,Low
lagoa dos gatos,PE,3,3,Low
lagoa dos patos,MG,1,1,Low
lagoa dos tres cantos,RS,1,1,Low
lagoa dourada,MG,5,5,Low
lagoa formosa,MG,7,7,Low
lagoa grande,MG,4,4,Low
lagoa grande,PE,4,3,Low
lagoa nova,RN,2,2,Low
lagoa real,BA,1,1,Low
lagoa salgada,RN,1,1,Low
lagoa santa,MG,58,55,Low
lagoa vermelha,RS,14,13,Low
lagoao,RS,1,1,Low
lagoinha,SP,3,3,Low
lagoinha do piaui,PI,1,1,Low
laguna,SC,14,13,Low
laje do muriae,RJ,1,1,Low
lajeado,RS,50,47,Low
lajeado,TO,1,1,Low
lajeado grande,SC,1,1,Low
lajedo,PE,6,6,Low
lajinha,MG,3,3,Low
lamarao,BA,1,1,Low
lambari,MG,8,8,Low
lamim,MG,1,1,Low
lapa,PR,14,14,Low
laranja da terra,ES,1,1,Low
laranjal,MG,1,1,Low
laranjal,PR,1,1,Low
laranjal do jari,AP,2,2,Low
laranjal paulista,SP,17,17,Low
laranjeiras do sul,PR,19,18,Low
laurentino,SC,5,5,Low
lauro de freitas,BA,72,70,Low
lauro muller,SC,8,8,Low
lavinia,SP,4,4,Low
lavras,MG,80,78,Low
lavras da mangabeira,CE,2,2,Low
lavras do sul,RS,3,3,Low
lavrinhas,SP,1,1,Low
leandro ferreira,MG,2,2,Low
leme,SP,50,48,Low
lencois,BA,1,1,Low
lencois paulista,SP,43,43,Low
leoberto leal,SC,1,1,Low
leopoldina,MG,17,17,Low
leopoldo de bulhoes,GO,1,1,Low
leopolis,PR,1,1,Low
liberato salzano,RS,1,1,Low
liberdade,MG,3,3,Low
lima duarte,MG,6,5,Low
limeira,SP,186,177,Low
limeira do oeste,MG,2,2,Low
limoeiro,PE,7,7,Low
limoeiro do norte,CE,11,10,Low
lindoeste,PR,2,2,Low
lindoia,SP,9,9,Low
lindoia do sul,SC,1,1,Low
lindolfo collor,RS,1,1,Low
linhares,ES,64,61,Low
lins,SP,54,53,Low
livramento de nossa senhora,BA,5,5,Low
loanda,PR,13,13,Low
lobato,PR,3,3,Low
londrina,PR,298,290,Low
lontras,SC,3,3,Low
lorena,SP,82,77,Low
loreto,MA,1,1,Low
lourdes,SP,2,2,Low
louveira,SP,44,42,Low
lucas do rio verde,MT,23,23,Low
lucelia,SP,12,12,Low
lucena,PB,1,1,Low
lucianopolis,SP,2,2,Low
luis antonio,SP,7,7,Low
luis correia,PI,1,1,Low
luis eduardo magalhaes,BA,36,36,Low
luisburgo,MG,2,2,Low
luiz alves,SC,2,2,Low
luiziana,PR,2,2,Low
luiziania,SP,3,3,Low
luizlandia do oeste,MG,2,2,Low
luminarias,MG,3,3,Low
lunardelli,PR,2,2,Low
lupercio,SP,3,3,Low
lupionopolis,PR,2,2,Low
lutecia,SP,1,1,Low
luz,MG,2,2,Low
luziania,GO,33,30,Low
luziapolis,AL,1,1,Low
luzilandia,PI,3,3,Low
macae,RJ,227,221,Low
macaiba,RN,5,5,Low
macambara,RS,2,2,Low
macambira,SE,1,1,Low
macapa,AP,53,52,Low
macaparana,PE,2,2,Low
macatuba,SP,12,12,Low
macau,RN,5,5,Low
macaubal,SP,1,1,Low
macaubas,BA,8,8,Low
macedonia,SP,4,4,Low
maceio,AL,236,233,Low
machacalis,MG,2,2,Low
machadinho,RS,1,1,Low
machadinho d'oeste,RO,3,3,Low
machado,MG,21,21,Low
machados,PE,1,1,Low
macieira,SC,1,1,Low
macuco,RJ,1,1,Low
macuco de minas,MG,1,1,Low
madalena,CE,1,1,Low
madre de deus,BA,7,7,Low
madre de deus de minas,MG,3,3,Low
mae d'agua,PB,1,1,Low
mae do rio,PA,2,2,Low
mafra,SC,25,25,Low
magalhaes de almeida,MA,1,1,Low
magda,SP,2,2,Low
mage,RJ,106,101,Low
maioba,MA,2,2,Low
maiquinique,BA,1,1,Low
mairi,BA,2,2,Low
mairinque,SP,24,22,Low
mairipora,SP,75,74,Low
major porto,MG,1,1,Low
major vieira,SC,3,3,Low
malacacheta,MG,7,7,Low
malhador,SE,1,1,Low
mallet,PR,6,6,Low
mamanguape,PB,6,6,Low
mambai,GO,2,2,Low
mambore,PR,8,8,Low
mamonas,MG,1,1,Low
mampituba,RS,1,1,Low
manaira,PB,1,1,Low
manaus,AM,137,132,Low
mandaguacu,PR,4,4,Low
mandaguari,PR,18,17,Low
mandirituba,PR,1,1,Low
manduri,SP,3,3,Low
manfrinopolis,PR,1,1,Low
manga,MG,3,3,Low
mangaratiba,RJ,12,12,Low
mangueirinha,PR,8,8,Low
manhuacu,MG,64,64,Low
manhumirim,MG,16,16,Low
manoel ribas,PR,4,4,Low
manoel urbano,AC,1,1,Low
manoel viana,RS,3,3,Low
mansidao,BA,1,1,Low
mantena,MG,11,11,Low
mantenopolis,ES,4,4,Low
maquine,RS,1,1,Low
mar de espanha,MG,9,9,Low
mar vermelho,AL,2,1,Low
mara rosa,GO,2,2,Low
maraba,PA,22,22,Low
maracacume,MA,4,4,Low
maracai,SP,8,8,Low
maracaju,MS,13,13,Low
maracana,SC,2,2,Low
maracanau,CE,31,29,Low
maracas,BA,5,4,Low
maragogi,AL,5,5,Low
maragogipe,BA,2,2,Low
maranguape,CE,3,3,Low
maranhaozinho,MA,1,1,Low
marataizes,ES,16,16,Low
marau,RS,22,20,Low
maravilha,AL,2,2,Low
maravilha,SC,9,9,Low
maravilhas,MG,4,4,Low
marcelino vieira,RN,1,1,Low
marco,CE,3,3,Low
marcos parente,PI,1,1,Low
marechal candido rondon,PR,30,28,Low
marechal deodoro,AL,1,1,Low
marechal floriano,ES,5,5,Low
mari,PB,3,3,Low
maria da fe,MG,3,3,Low
marialva,PR,16,16,Low
mariana,MG,33,32,Low
mariano moro,RS,1,1,Low
mariapolis,SP,2,2,Low
maribondo,AL,1,1,Low
marica,RJ,133,130,Low
mariental,PR,1,1,Low
marilac,MG,1,1,Low
marilandia,ES,8,8,Low
marilandia do sul,PR,1,1,Low
marilena,PR,1,1,Low
marilia,SP,194,193,Low
mariluz,PR,2,2,Low
maringa,PR,260,251,Low
marinopolis,SP,2,2,Low
mario campos,MG,3,3,Low
mariopolis,PR,1,1,Low
maripa,PR,3,3,Low
maristela,SP,4,4,Low
marituba,PA,14,13,Low
marmeleiro,PR,7,7,Low
marques de souza,RS,1,1,Low
martinesia,MG,1,1,Low
martinho campos,MG,2,2,Low
martinopolis,SP,8,8,Low
martins,RN,2,2,Low
martins soares,MG,6,5,Low
mascote,BA,2,2,Low
massape,CE,2,2,Low
massaranduba,SC,3,3,Low
mata,RS,1,1,Low
mata de sao joao,BA,11,10,Low
mata grande,AL,2,2,Low
mata roma,MA,2,2,Low
mata verde,MG,6,6,Low
matao,SP,51,51,Low
matelandia,PR,2,2,Low
materlandia,MG,2,2,Low
mateus leme,MG,8,8,Low
matias barbosa,MG,13,12,Low
matias olimpio,PI,1,1,Low
matinhos,PR,27,25,Low
matipo,MG,4,3,Low
mato leitao,RS,2,2,Low
mato rico,PR,1,1,Low
mato verde,MG,3,2,Low
matoes,MA,1,1,Low
matoes do norte,MA,2,2,Low
matozinhos,MG,12,12,Low
matrincha,GO,2,2,Low
matriz de camaragibe,AL,1,1,Low
matupa,MT,7,5,Low
matutina,MG,2,2,Low
maua,SP,317,308,Low
maua da serra,PR,2,2,Low
maurilandia,GO,4,4,Low
mauriti,CE,1,1,Low
maximiliano de almeida,RS,3,3,Low
medeiros,MG,2,2,Low
medeiros neto,BA,7,6,Low
medianeira,PR,21,21,Low
medicilandia,PA,1,1,Low
medina,MG,6,6,Low
meleiro,SC,3,3,Low
mendes,RJ,12,12,Low
mendes pimentel,MG,5,5,Low
mendonca,MG,1,1,Low
mendonca,SP,4,4,Low
mercedes,PR,2,2,Low
merces,MG,4,4,Low
meridiano,SP,1,1,Low
meruoca,CE,2,2,Low
mesquita,MG,1,1,Low
mesquita,RJ,75,73,Low
messias targino,RN,1,1,Low
miguel calmon,BA,5,5,Low
miguel pereira,RJ,28,28,Low
miguelopolis,SP,14,13,Low
milagres,BA,2,2,Low
milagres,CE,2,2,Low
milha,CE,2,2,Low
mimoso de goias,GO,1,1,Low
mimoso do sul,ES,9,9,Low
minacu,GO,11,10,Low
minas do leao,RS,1,1,Low
minas novas,MG,4,4,Low
minduri,MG,1,1,Low
mineiros,GO,25,24,Low
mineiros do tiete,SP,3,3,Low
ministro andreazza,RO,1,1,Low
mira estrela,SP,1,1,Low
miracatu,SP,5,5,Low
miracema,RJ,17,17,Low
miradouro,MG,1,1,Low
miraguai,RS,1,1,Low
mirai,MG,8,8,Low
miraima,CE,2,2,Low
miranda,MS,4,4,Low
miranda do norte,MA,1,1,Low
mirandiba,PE,3,3,Low
mirandopolis,SP,13,12,Low
miranorte,TO,2,2,Low
mirante da serra,RO,1,1,Low
mirante do paranapanema,SP,3,2,Low
mirassol,SP,29,29,Low
mirassol d'oeste,MT,14,14,Low
miravania,MG,1,1,Low
mirinzal,MA,3,3,Low
missal,PR,7,7,Low
missao velha,CE,1,1,Low
missi,CE,1,1,Low
mocajuba,PA,1,1,Low
mococa,SP,33,31,Low
moeda,MG,1,1,Low
moema,MG,1,1,Low
mogi das cruzes,SP,374,362,Low
mogi mirim,SP,75,70,Low
mogi-guacu,SP,89,85,Low
mogi-mirim,SP,2,2,Low
moju,PA,4,4,Low
mojui dos campos,PA,2,2,Low
mombaca,CE,1,1,Low
mombuca,SP,3,3,Low
moncao,MA,1,1,Low
moncoes,SP,2,2,Low
mondai,SC,2,2,Low
mongagua,SP,41,40,Low
monnerat,RJ,2,2,Low
monsenhor paulo,MG,1,1,Low
monsenhor tabosa,CE,3,3,Low
montadas,PB,1,1,Low
montalvania,MG,3,3,Low
montanha,ES,10,7,Low
montanhas,RN,1,1,Low
montauri,RS,2,2,Low
monte alegre,PA,1,1,Low
monte alegre,RN,1,1,Low
monte alegre de minas,MG,4,4,Low
monte alegre de sergipe,SE,1,1,Low
monte alegre do sul,SP,6,6,Low
monte alto,SP,32,30,Low
monte alverne,RS,1,1,Low
monte aprazivel,SP,10,9,Low
monte azul,MG,5,5,Low
monte azul paulista,SP,19,19,Low
monte belo,MG,5,5,Low
monte belo do sul,RS,1,1,Low
monte bonito,RS,1,1,Low
monte carlo,SC,3,2,Low
monte carmelo,MG,23,22,Low
monte castelo,SC,1,1,Low
monte castelo,SP,1,1,Low
monte formoso,MG,2,2,Low
monte gordo,BA,1,1,Low
monte mor,SP,38,36,Low
monte santo,BA,1,1,Low
monte santo de minas,MG,9,9,Low
monte siao,MG,20,19,Low
monte verde,MG,3,3,Low
monteiropolis,AL,1,1,Low
montenegro,RS,32,31,Low
montes claros,MG,207,202,Low
montezuma,MG,2,2,Low
montividiu do norte,GO,1,1,Low
morada nova,CE,9,9,Low
morada nova,PA,1,1,Low
morada nova de minas,MG,3,3,Low
moreilandia,PE,2,2,Low
moreira sales,PR,3,3,Low
moreno,PE,5,5,Low
morpara,BA,2,2,Low
morretes,PR,3,3,Low
morrinhos,CE,4,4,Low
morrinhos,GO,14,12,Low
morro agudo,SP,9,9,Low
morro agudo de goias,GO,1,1,Low
morro da fumaca,SC,7,6,Low
morro da garca,MG,1,1,Low
morro de sao paulo,BA,1,1,Low
morro do chapeu,BA,7,7,Low
morro do ferro,MG,1,1,Low
morro do pilar,MG,1,1,Low
morro grande,SC,1,1,Low
morro redondo,RS,1,1,Low
morro reuter,RS,3,3,Low
morro vermelho,MG,1,1,Low
morungaba,SP,7,7,Low
mossamedes,GO,1,1,Low
mossoro,RN,35,34,Low
mostardas,RS,11,10,Low
motuca,SP,2,2,Low
mozarlandia,GO,7,6,Low
mucambo,CE,1,1,Low
mucuge,BA,1,1,Low
mucuri,BA,7,7,Low
mucurici,ES,1,1,Low
mundo novo,BA,1,1,Low
mundo novo,GO,2,2,Low
mundo novo,MS,3,3,Low
munhoz,MG,4,4,Low
munhoz de melo,PR,4,4,Low
muniz freire,ES,2,2,Low
muquem do sao francisco,BA,2,2,Low
muqui,ES,4,4,Low
muriae,MG,63,63,Low
murici,AL,1,1,Low
muritiba,BA,1,1,Low
murucupi,PA,1,1,Low
murutinga do sul,SP,2,2,Low
mussurepe,RJ,1,1,Low
mutuipe,BA,4,4,Low
mutum,MG,8,8,Low
mutum parana,RO,1,1,Low
mutunopolis,GO,1,1,Low
muzambinho,MG,9,8,Low
nacip raydan,MG,1,1,Low
nantes,SP,1,1,Low
nanuque,MG,25,24,Low
nao-me-toque,RS,7,6,Low
narandiba,SP,2,2,Low
natal,RN,203,199,Low
natercia,MG,1,1,Low
natividade,RJ,15,13,Low
natividade,TO,1,1,Low
natividade da serra,SP,1,1,Low
navegantes,SC,31,29,Low
navirai,MS,8,8,Low
nazare,BA,3,3,Low
nazare da mata,PE,1,1,Low
nazare paulista,SP,7,6,Low
nazareno,MG,2,2,Low
nazario,GO,2,2,Low
neopolis,SE,1,1,Low
nepomuceno,MG,9,9,Low
neropolis,GO,7,7,Low
neves paulista,SP,3,3,Low
nhandeara,SP,7,7,Low
nilopolis,RJ,103,101,Low
nipoa,SP,2,2,Low
niquelandia,GO,13,12,Low
niteroi,RJ,825,788,Low
nobres,MT,1,1,Low
nonoai,RS,2,2,Low
nortelandia,MT,1,1,Low
nossa senhora da gloria,SE,2,2,Low
nossa senhora das dores,SE,1,1,Low
nossa senhora das gracas,PR,2,2,Low
nossa senhora de caravaggio,SC,1,1,Low
nossa senhora de lourdes,SE,1,1,Low
nossa senhora do o,PE,1,1,Low
nossa senhora do remedio,SP,2,2,Low
nossa senhora do socorro,SE,14,14,Low
nova alvorada,RS,3,3,Low
nova alvorada do sul,MS,3,3,Low
nova america,GO,1,1,Low
nova america da colina,PR,1,1,Low
nova andradina,MS,11,11,Low
nova araca,RS,1,1,Low
nova aurora,GO,1,1,Low
nova aurora,PR,3,3,Low
nova bandeirantes,MT,4,4,Low
nova bassano,RS,4,4,Low
nova boa vista,RS,1,1,Low
nova brasilandia d'oeste,RO,2,2,Low
nova campina,SP,2,2,Low
nova canaa,BA,2,2,Low
nova canaa do norte,MT,3,3,Low
nova canaa paulista,SP,2,2,Low
nova cantu,PR,2,2,Low
nova crixas,GO,1,1,Low
nova cruz,RN,3,2,Low
nova era,MG,15,15,Low
nova erechim,SC,3,3,Low
nova esperanca,PR,8,8,Low
nova esperanca do piria,PA,1,1,Low
nova esperanca do sudoeste,PR,1,1,Low
nova esperanca do sul,RS,2,2,Low
nova europa,SP,8,8,Low
nova fatima,BA,1,1,Low
nova fatima,PR,4,4,Low
nova floresta,PB,1,1,Low
nova friburgo,RJ,142,135,Low
nova granada,SP,19,18,Low
nova guarita,MT,1,1,Low
nova guataporanga,SP,1,1,Low
nova hartz,RS,3,3,Low
nova iguacu,RJ,423,415,Low
nova independencia,SP,1,1,Low
nova ipixuna,PA,1,1,Low
nova itaberaba,SC,2,2,Low
nova lacerda,MT,1,1,Low
nova laranjeiras,PR,1,1,Low
nova lima,MG,96,93,Low
nova londrina,PR,9,8,Low
nova luzitania,SP,1,1,Low
nova mamore,RO,2,2,Low
nova monte verde,MT,3,3,Low
nova mutum,MT,5,5,Low
nova odessa,SP,37,37,Low
nova olimpia,MT,2,2,Low
nova olinda,CE,3,3,Low
nova olinda,TO,1,1,Low
nova olinda do maranhao,MA,4,4,Low
nova padua,RS,1,1,Low
nova palma,RS,2,2,Low
nova petropolis,RS,8,8,Low
nova ponte,MG,9,9,Low
nova prata,RS,16,15,Low
nova prata do iguacu,PR,6,6,Low
nova redencao,BA,1,1,Low
nova resende,MG,1,1,Low
nova roma,GO,1,1,Low
nova roma do sul,RS,1,1,Low
nova russas,CE,7,7,Low
nova santa barbara,PR,1,1,Low
nova santa rita,PI,1,1,Low
nova santa rita,RS,5,5,Low
nova santa rosa,PR,4,4,Low
nova serrana,MG,49,49,Low
nova soure,BA,3,3,Low
nova timboteua,PA,1,1,Low
nova trento,SC,6,6,Low
nova ubirata,MT,1,1,Low
nova venecia,ES,19,17,Low
nova veneza,GO,4,4,Low
nova veneza,SC,3,3,Low
nova vicosa,BA,1,1,Low
nova xavantina,MT,10,10,Low
novais,SP,1,1,Low
novo alegre,TO,1,1,Low
novo barreiro,RS,2,2,Low
novo brasil,ES,1,1,Low
novo cabrais,RS,1,1,Low
novo cruzeiro,MG,9,6,Low
novo gama,GO,13,13,Low
novo hamburgo,RS,120,117,Low
novo horizonte,SC,1,1,Low
novo horizonte,SP,16,15,Low
novo itacolomi,PR,1,1,Low
novo jardim,TO,1,1,Low
novo lino,AL,1,1,Low
